web-scraper-order,web-scraper-start-url,title,title-href,lokasi,luaslahan,luasbangunan,kamartidur,kamarmandi,fullyfurnished,memiliki_ac,memiliki_airpanas,memiliki_tv,memiliki_kitchenset,memiliki_balkon,memiliki_keamanan24jam,memiliki_tamanbermainanak,harga
"1696674802-2040","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/dijual-rumah-baru-dalam-kav-dki-duren-sawit-jakart-169166487734.html","Jalan Kavling Marinir, Jakarta Timur, Indonesia
                                        Duren Sawit, Jakarta Timur","90 m²","150 m²","4","4","150","Pendingin ruangan (AC)","null","Televisi","Kitchen set","Balkon","Keamanan 24 jam","null","Rp2.300.000.000"
"1696674806-2041","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/rumah-pejabat-gaya-eropa-di-kranggan-akses-deket-t-169165146131.html","Kranggan, Jatisampurna ( Cibubur )
                                        Tebet, Jakarta Selatan","90 m²","80 m²","3","3","2","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp1.261.000.000"
"1696674810-2042","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/rumah-sultan-gaya-eropa-classic-dekat-tol-dan-lrt-169165073547.html","Kranggan, Jatisampurna ( Cibubur )
                                        Makasar, Jakarta Timur","90 m²","80 m²","3","3","2","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp1.261.000.000"
"1696674814-2043","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/wow-hunian-pejabat-harga-merakyat-di-kranggan-cibu-169167537795.html","Kranggan, Jatisampurna ( Cibubur )
                                        Kemayoran, Jakarta Pusat","90 m²","80 m²","3","3","2","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp1.261.000.000"
"1696674818-2044","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/termurah-rumah-400-juta-tanah-luas-dekat-tol-jatia-169166679879.html","Jln Raya Parpostel
                                        Cempaka Putih, Jakarta Pusat","78 m²","48 m²","2","2","1","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp504.000.000"
"1696674822-2045","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/cluster-400-jutaan-tanah-luas-akses-2-mobil-8-meni-169165443375.html","Jln Raya Parpostel
                                        Cipayung, Jakarta Timur","78 m²","48 m²","2","2","1","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp504.000.000"
"1696674826-2046","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/rumah-dijual-sunter-luas-12x25-meter-kode-18521-ha-169165897434.html","Sunter, Jakarta Utara","300 m²","500 m²","7","7","2","null","null","null","null","null","Keamanan 24 jam","null","Rp9.500.000.000"
"1696674830-2047","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/rumah-dijual-sunter-luas-6x16-meter-kode-18518-ha-169165879857.html","Sunter, Jakarta Utara","96 m²","234 m²","5","5","3","null","null","null","null","null","Keamanan 24 jam","null","Rp2.900.000.000"
"1696674835-2048","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/rumah-mewah-2-lt-duren-sawit-2-3m-169165892593.html","Duren Sawit Jakarta timur
                                        Jakarta Timur","92 m²","145 m²","4","4","2","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp2.300.000.000"
"1696674839-2049","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/cluster-mewah-murah-ditengah-kota-jakarta-timur-169165919844.html","Duren Sawit Jakarta timur
                                        Pulo Gadung, Jakarta Timur","92 m²","145 m²","4","4","2","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp2.300.000.000"
"1696674843-2050","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/free-bphtb-5-unit-terakhir-rumah-mewah-style-eropa-16930407143.html","Jakarta Timur","68 m²","68 m²","3","2","68","Pendingin ruangan (AC)","null","null","null","Balkon","Keamanan 24 jam","null","Rp799.000.000"
"1696674847-2051","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/di-jual-cepat-h-goden-pondok-pinang-167653159393.html","Kebayoran Lama, Jakarta Selatan","320 m²","3 m²","318","318","3","null","null","null","null","null","null","null","Rp6.500.000.000"
"1696674851-2052","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=88","Lihat","https://www.lamudi.co.id/dijual-rumah-second-jelambar-169320771259.html","Jelambar, Jakarta Barat","70 m²","190 m²","4","4","190","null","null","null","null","null","null","null","Rp2.300.000.000"
"1696674859-2053","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-dijual-sunter-furnish-luas-10x17-5-meter-kod-16956315100.html","Sunter, Jakarta Utara","175 m²","250 m²","4","4","175","Pendingin ruangan (AC)","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp8.000.000.000"
"1696674863-2054","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-super-luas-mrwah-siap-huni-di-kebagusan-nemp-169562583333.html","Kebagusan, Jakarta Selatan","418 m²","479 m²","5","5","479","null","null","null","null","null","null","null","Rp10.335.000.000"
"1696674867-2055","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-dijual-tambora-luas-8x21-5-meter-kode-18869-16956312794.html","Tambora, Jakarta Barat","172 m²","300 m²","3","3","172","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","null","Rp5.100.000.000"
"1696674872-2056","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/termurah-rumah-jl-haji-muhi-viii-dekat-pondok-inda-169510316597.html","Jl Haji Muhi 8
                                        Pondok Pinang, Jakarta Selatan","111 m²","180 m²","3","3","180","null","null","null","null","null","null","null","Rp1.900.000.000"
"1696674875-2057","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-tebet-gudang-peluru-lt-345m-murah-9-5m-psrn-169510268652.html","Tebet, Jakarta Selatan","345 m²","260 m²","5","5","260","null","null","null","null","null","null","null","Rp9.500.000.000"
"1696674879-2058","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/termurah-rumah-hitung-tanah-joglo-al-mubarok-ii-lt-169510261369.html","Joglo, Jakarta Barat","341 m²","170 m²","5","3","170","null","null","null","null","null","null","null","Rp2.400.000.000"
"1696674883-2059","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/termurah-rumah-perum-taman-meruya-ilir-kembangan-j-169510263914.html","Kembangan, Jakarta Barat","200 m²","250 m²","4","4","250","null","null","null","null","null","null","null","Rp2.000.000.000"
"1696674887-2060","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/cepat-paling-murah-rumah-setiabudi-jl-pariaman-jak-169510311565.html","SetiaBudi, Jakarta Selatan","403 m²","320 m²","4","3","320","null","null","null","null","null","null","null","Rp5.500.000.000"
"1696674893-2061","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/taman-kebon-jeruk-intercon-169510268456.html","Jalan Jeruk Mas Barat I
                                        Kebon Jeruk, Jakarta Barat","426 m²","500 m²","4","4","500","null","null","null","null","null","null","null","Rp8.500.000.000"
"1696674898-2062","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/termurah-rumah-jl-antasari-raya-lt-1198m2-cilandak-169510261359.html","Cilandak, Jakarta Selatan","1198 m²","600 m²","4","4","600","null","null","null","null","null","null","null","Rp27.000.000.000"
"1696674902-2063","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/termurah-rumah-jalan-kebon-jeruk-raya-cocok-usaha-169510262326.html","Kebon Jeruk, Jakarta Barat","617 m²","600 m²","4","4","600","null","null","null","null","null","null","null","Rp16.800.000.000"
"1696674907-2064","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/citra-garden-city-2-extension-169510258183.html",". Jl. Peta Timur
                                        Kalideres, Jakarta Barat","136 m²","175 m²","3","3","175","null","null","null","null","null","null","null","Rp2.200.000.000"
"1696674911-2065","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/murah-rumah-untuk-usaha-jl-margasatwa-barat-dkt-ci-169510263381.html","Ragunan, Jakarta Selatan","688 m²","300 m²","5","3","300","null","null","null","null","null","null","null","Rp8.700.000.000"
"1696674915-2066","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/murah-rumah-kavling-dki-jalan-penyelesaian-tomang-169510314927.html","Jalan Penyelesaian Tomang II
                                        Meruya, Jakarta Barat","250 m²","200 m²","3","3","200","null","null","null","null","null","null","null","Rp2.800.000.000"
"1696674924-2067","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-dijual-sunter-luas-11x31-meter-kode-02389-gd-169563178029.html","Sunter, Jakarta Utara","342 m²","600 m²","4","3","2","null","null","null","null","null","Keamanan 24 jam","null","Rp11.000.000.000"
"1696674928-2068","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-dijual-sunter-las-1-019-meter-kode-18728-jm-169563179778.html","Sunter, Jakarta Utara","1019 m²","1339 m²","3","5","2","null","null","null","null","null","Keamanan 24 jam","null","Rp25.000.000.000"
"1696674932-2069","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-termudah-dengan-cicilan-dp-18-bulan-di-sepat-169552518648.html","Kalideres, Jakarta Barat","60 m²","31 m²","2","1","Tidak","Pendingin ruangan (AC)","Air Panas","null","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp490.000.000"
"1696674936-2070","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/kebayoran-baru-classic-house-area-hang-tuah-168346675074.html","Kebayoran Baru, Jakarta Selatan","501 m²","400 m²","4","4","No","Pendingin ruangan (AC)","Air Panas","Televisi","null","null","Keamanan 24 jam","Taman bermain anak","Rp42.000.000.000"
"1696674941-2071","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/simprug-golf-one-gate-sistem-167816592265.html","Senayan, Jakarta Selatan","712 m²","500 m²","4","4","No","Pendingin ruangan (AC)","null","null","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp45.000.000.000"
"1696674945-2072","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/kebayoran-baru-prime-area-security-gate-sistem-167808365715.html","Kebayoran Baru, Jakarta Selatan","640 m²","368 m²","1","4","No","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp30.000.000.000"
"1696674949-2073","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/pondok-indah-golf-backyard-luxurious-classic-home-167765478121.html","Pondok Indah, Jakarta Selatan","2835 m²","1400 m²","6","7","No","Pendingin ruangan (AC)","Air Panas","Televisi","null","null","Keamanan 24 jam","Taman bermain anak","Rp180.000.000.000"
"1696674953-2074","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/turun-harga-rumah-2-lantai-kalibata-selatan-dekat-169502970263.html","Jalan Kalibata Selatan, Jakarta Selatan 12740, Indonesia
                                        Kalibata, Jakarta Selatan","270 m²","270 m²","6","3","220","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp3.500.000.000"
"1696674960-2075","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-kos-kosan-ac-non-ac-dekat-kampus-binus-anggr-169348219253.html","Jalan Salam 3, Jakarta Barat 11540, Indonesia
                                        Kebon Jeruk, Jakarta Barat","246 m²","400 m²","4","4","400","null","null","null","null","null","null","null","Rp4.500.000.000"
"1696674964-2076","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-baru-area-kemang-dalam-16934694830.html","Jalan Kemang Selatan 11, Jakarta Selatan 12730, Indonesia
                                        Kemang, Jakarta Selatan","500 m²","600 m²","6","6","3","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","null","Keamanan 24 jam","null","Rp2.900.000.000"
"1696674968-2077","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/siap-huni-luas-tanah-besar-lokasi-strategis-169322032381.html","Jagakarsa, Jakarta Selatan","152 m²","220 m²","5","5","220","Pendingin ruangan (AC)","null","null","null","null","null","Taman bermain anak","Rp2.500.000.000"
"1696674972-2078","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-secondary-2-5-lantai-kemanggisan-jakarta-bar-169321608549.html","Jalan Kemanggisan Utama 7, Jakarta Barat 11480, Indonesia
                                        Kemanggisan, Jakarta Barat","129 m²","238 m²","4","1","Tidak","null","null","null","null","null","Keamanan 24 jam","null","Rp3.800.000.000"
"1696674976-2079","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/rumah-siap-huni-3-lantai-dalam-cluster-169309354487.html","Jagakarsa, Jakarta Selatan","84 m²","200 m²","4","4","No","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","null","Keamanan 24 jam","null","Rp2.500.000.000"
"1696674980-2080","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/dijual-rumah-2-5-lantai-dekat-stasiun-krl-sudimara-16927771053.html","Sudirman, Jakarta Selatan","60 m²","76 m²","3","2","No","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp999.999.899"
"1696674984-2081","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/hunian-cantik-siap-huni-lokasi-jakarta-selatan-168903463692.html","Jagakarsa, Jakarta Selatan","69 m²","120 m²","4","4","No","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","null","null","null","Rp1.450.000.000"
"1696674988-2082","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=87","Lihat","https://www.lamudi.co.id/ke-tanah-abang-90-mnt-via-krl-rumah-subsidi-maja-169476101740.html","Tanah Abang, Jakarta Pusat","60 m²","27 m²","2","1","Tidak","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp160.000.000"
"1696674996-2083","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=86","Lihat","https://www.lamudi.co.id/rumah-bintaro-pesanggrahan-jl-kenanga-jaksel.html","Pesanggrahan, Jakarta Selatan","450 m²","330 m²","4","3","330","null","null","null","null","null","null","null","Rp4.500.000.000"
"1696674999-2084","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=86","Lihat","https://www.lamudi.co.id/rumah-mevvah-10-m-di-bintaro-jakarta-selatan-168508644247.html","Bintaro
                                        Bintaro, Jakarta Selatan","340 m²","380 m²","4","4","340","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","null","Keamanan 24 jam","null","Rp11.000.000.000"
"1696675004-2085","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=86","Lihat","https://www.lamudi.co.id/resident-2-5lantai-kebagusan-jakarta-selatan-168575879951.html","Kebagusan, Jakarta Selatan","93 m²","150 m²","4","4","150","null","null","null","null","null","null","null","Rp2.750.000.000"
"1696675008-2086","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=86","Lihat","https://www.lamudi.co.id/rumah-mewah-jagakarsa-taman-hass-durian-jaksel-168508376366.html","Jagakarsa, Jakarta Selatan","195 m²","290 m²","5","5","290","null","null","null","null","null","null","null","Rp4.800.000.000"
